source,target,weight
7,3,3
14,3,3
22,3,3
25,3,3
31,3,3
14,5,3
25,5,3
32,5,3
37,5,3
41,5,3
5,6,3
11,6,3
14,6,3
25,6,3
27,6,3
39,6,3
14,7,3
16,7,3
22,7,3
25,7,3
47,7,3
14,9,3
22,9,3
25,9,3
27,9,3
41,9,3
6,10,3
11,10,3
14,10,3
22,10,3
25,10,3
45,10,3
6,11,3
14,11,3
25,11,3
31,11,3
35,11,3
22,14,3
25,14,3
31,14,3
35,14,3
39,14,3
7,16,3
14,16,3
17,16,3
22,16,3
25,16,3
3,17,3
16,17,3
25,17,3
42,17,3
44,17,3
9,22,3
16,22,3
25,22,3
37,22,3
47,22,3
48,22,3
10,23,3
14,23,3
25,23,3
27,23,3
37,23,3
10,25,3
14,25,3
22,25,3
27,25,3
37,25,3
5,27,3
6,27,3
14,27,3
25,27,3
37,27,3
39,27,3
14,29,3
22,29,3
25,29,3
27,29,3
35,29,3
47,29,3
5,31,3
22,31,3
25,31,3
32,31,3
3,32,3
6,32,3
11,32,3
14,32,3
25,32,3
35,32,3
37,32,3
14,35,3
22,35,3
25,35,3
31,35,3
41,35,3
9,37,3
10,37,3
14,37,3
25,37,3
32,37,3
35,37,3
45,37,3
14,39,3
25,39,3
31,39,3
32,39,3
42,39,3
45,39,3
10,41,3
14,41,3
25,41,3
32,41,3
35,41,3
37,41,3
3,42,3
6,42,3
7,42,3
14,42,3
17,42,3
25,42,3
35,42,3
17,44,3
25,44,3
31,44,3
35,44,3
41,44,3
6,45,3
11,45,3
14,45,3
25,45,3
35,45,3
14,47,3
22,47,3
25,47,3
37,47,3
48,47,3
3,48,3
9,48,3
14,48,3
25,48,3
37,48,3
42,48,3